indicator,strategy_type,percentile,threshold,horizon,signal_accuracy,signal_count,information_gain,total_days
realized_loss_lth_to_exchanges_account_based,long,2,0.03061730201025182,60d,1.0,66.0,0.01589643101632343,3284
realized_supply_density_more_155,long,98,0.11178585338915718,60d,1.0,66.0,0.01589643101632343,3284
stock_to_flow_deflection,long,2,0.08312327115287187,60d,1.0,66.0,0.01589643101632343,3284
current_adjusted,long,2,14820582.57883314,60d,1.0,66.0,0.01589643101632343,3284
lth_profit_sum,long,2,6867308.1535886265,60d,1.0,66.0,0.01589643101632343,3284
active_3y_5y,long,98,3110716.072528224,60d,1.0,66.0,0.01589643101632343,3284
active_6m_12m,long,2,1188971.0945384048,60d,1.0,66.0,0.01589643101632343,3284
taproot_adoption,long,96,0.547618416372683,360d,1.0,61.0,0.01588462038894911,1517
fees_median_relative,long,95,62.399999999999864,360d,1.0,72.0,0.015701004472456592,1433
fees_sum,long,95,17.803438873999976,360d,1.0,72.0,0.015701004472456592,1433
fees_distribution,long,95,1.9781598748888864,360d,1.0,72.0,0.015701004472456592,1433
txs_count_sum,long,95,131125.39999999997,360d,1.0,72.0,0.015701004472456592,1433
txs_count_distribution,long,95,14569.488888888885,360d,1.0,72.0,0.015701004472456592,1433
supply_balance_1k_10k,long,98,3563800.2098304615,120d,1.0,66.0,0.015696500902553034,3284
balance_miners_change,long,2,-14679.16993724065,120d,1.0,66.0,0.015696500902553034,3284
cdd90_age_adjusted,long,98,641433.1689738047,120d,1.0,66.0,0.015696500902553034,3284
cyd_account_based_supply_adjusted,long,2,184.40261870794302,120d,1.0,66.0,0.015696500902553034,3284
realized_supply_density_more_155,long,98,0.11178585338915718,120d,1.0,66.0,0.015696500902553034,3284
reserve_risk,long,2,0.0008459104473241999,120d,1.0,66.0,0.015696500902553034,3284
stock_to_flow_deflection,long,2,0.08312327115287187,120d,1.0,66.0,0.015696500902553034,3284
cyd_supply_adjusted,long,2,141.666784978192,120d,1.0,66.0,0.015696500902553034,3284
current_adjusted,long,2,14820582.57883314,120d,1.0,66.0,0.015696500902553034,3284
lth_profit_sum,long,2,6867308.1535886265,120d,1.0,66.0,0.015696500902553034,3284
active_more_1y_percent,long,98,0.698249811549111,120d,1.0,66.0,0.015696500902553034,3284
active_more_2y_percent,long,98,0.5719637189402453,120d,1.0,66.0,0.015696500902553034,3284
active_2y_3y,long,98,3117823.9988092,120d,1.0,66.0,0.015696500902553034,3284
active_3y_5y,long,98,3110716.072528224,120d,1.0,66.0,0.015696500902553034,3284
active_6m_12m,long,2,1188971.0945384048,120d,1.0,66.0,0.015696500902553034,3284
gini_capacity_distribution,long,95,0.9705802166549964,360d,1.0,72.0,0.0155364774961535,1429
runes_count,long,85,412816.4,360d,1.0,78.0,0.01524316828342992,515
runes_count,long,85,412816.4,720d,1.0,78.0,0.01524316828342992,515
runes_count_share,long,85,0.6374634238717728,360d,1.0,78.0,0.01524316828342992,515
runes_count_share,long,85,0.6374634238717728,720d,1.0,78.0,0.01524316828342992,515
runes_fee_share,long,85,0.2843767611062064,360d,1.0,78.0,0.01524316828342992,515
runes_fee_share,long,85,0.2843767611062064,720d,1.0,78.0,0.01524316828342992,515
futures_open_interest_crypto_margin_relative,long,95,0.988665978253519,720d,1.0,123.0,0.015222719768691939,2451
outflows_mtgox_trustee,long,98,102950.69783753998,720d,1.0,77.0,0.015172981062331448,3284
balance_paypal,long,97,7317.381576553999,360d,1.0,54.0,0.015129625984949713,1800
balance_revolut,long,4,6512.26886517,720d,1.0,90.0,0.015057456076789433,2122
balance_wbtc,long,5,81.687279915,720d,1.0,125.0,0.015014699689267608,2486
ssr,long,98,345.55222083109925,120d,1.0,62.0,0.01498669556599086,3094
balance_bhutan_government,long,96,13215.298875953598,720d,1.0,68.0,0.014817753584029703,1678
outflows_mtgox_trustee,long,98,102950.69783753998,360d,1.0,77.0,0.014606424648371141,3284
perpetuals_reference_rate,long,4,7771.691536723164,720d,1.0,85.0,0.014273692734400267,2117
btc_dominance,long,97,64.51181,360d,1.0,57.0,0.014252721631901055,1896
fee_rate_median,long,90,10000.0,720d,1.0,151.0,0.014169076563020577,1429
fee_rate_median,long,91,10000.0,720d,1.0,151.0,0.014169076563020577,1429
fee_rate_median,long,92,10000.0,720d,1.0,151.0,0.014169076563020577,1429
fee_rate_median,long,93,10000.0,720d,1.0,151.0,0.014169076563020577,1429
fee_rate_median,long,94,10000.0,720d,1.0,151.0,0.014169076563020577,1429
fee_rate_median,long,95,10000.0,720d,1.0,151.0,0.014169076563020577,1429
fee_rate_median,long,96,10000.0,720d,1.0,151.0,0.014169076563020577,1429
fee_rate_median,long,97,10000.0,720d,1.0,151.0,0.014169076563020577,1429
fee_rate_median,long,98,10000.0,720d,1.0,151.0,0.014169076563020577,1429
fee_rate_median,long,99,10000.0,720d,1.0,151.0,0.014169076563020577,1429
balance_revolut,long,3,6512.26778417,720d,1.0,84.0,0.014030275482646126,2122
futures_volume_buy_perpetual_sum,long,96,522017.7730346912,720d,1.0,86.0,0.013971738434230718,2150
futures_volume_buy_daily_perpetual_sum,long,96,522017.7730346912,720d,1.0,86.0,0.013971738434230718,2150
futures_open_interest_cash_margin_perpetual_sum,long,4,900.5531284148002,720d,1.0,86.0,0.013971738434230718,2150
futures_open_interest_crypto_margin_perpetual_sum,long,96,162429.32529277258,720d,1.0,86.0,0.013971738434230718,2150
futures_open_interest_crypto_margin_relative_perpetual,long,96,0.9794968512826867,720d,1.0,86.0,0.013971738434230718,2150
futures_open_interest_perpetual_sum,long,4,900.5531284148002,720d,1.0,86.0,0.013971738434230718,2150
futures_open_interest_perpetual_sum_all,long,4,900.5531284148002,720d,1.0,86.0,0.013971738434230718,2150
futures_volume_sell_perpetual_sum,long,96,534636.6744612996,720d,1.0,86.0,0.013971738434230718,2150
futures_volume_sell_daily_perpetual_sum,long,96,534636.6744612996,720d,1.0,86.0,0.013971738434230718,2150
futures_volume_perpetual_sum,long,96,1067387.2510837305,720d,1.0,86.0,0.013971738434230718,2150
balance_german_government,long,90,49858.87766782,360d,1.0,139.0,0.013957753928864836,1261
fees_median_relative,long,90,35.988198757763975,720d,1.0,144.0,0.013863743423380204,1433
fees_sum,long,90,8.70841681399999,720d,1.0,144.0,0.013863743423380204,1433
fees_distribution,long,90,0.9676018682222212,720d,1.0,144.0,0.013863743423380204,1433
txs_count_sum,long,90,103660.2,720d,1.0,144.0,0.013863743423380204,1433
txs_count_distribution,long,90,11517.8,720d,1.0,144.0,0.013863743423380204,1433
txs_size_sum,long,90,66272648.6,720d,1.0,144.0,0.013863743423380204,1433
txs_size_distribution,long,90,7363627.622222222,720d,1.0,144.0,0.013863743423380204,1433
futures_open_interest_crypto_margin_sum,long,4,65647.31607711734,360d,1.0,86.0,0.01384111188193049,2451
futures_volume_buy_sum,long,96,529384.5950680614,360d,1.0,86.0,0.01384111188193049,2451
futures_volume_buy_daily_sum,long,96,529384.5950680613,360d,1.0,86.0,0.01384111188193049,2451
futures_open_interest_sum,long,4,73244.26051244407,360d,1.0,86.0,0.01384111188193049,2451
futures_open_interest_sum_all,long,4,43177.08766119674,360d,1.0,86.0,0.01384111188193049,2451
futures_volume_sell_sum,long,96,539209.7912671287,360d,1.0,86.0,0.01384111188193049,2451
futures_volume_sell_daily_sum,long,96,539209.7912671285,360d,1.0,86.0,0.01384111188193049,2451
futures_volume_sum,long,96,1079126.7698077972,360d,1.0,86.0,0.01384111188193049,2451
ssr_oscillator,long,97,2.731872638573977,360d,1.0,78.0,0.013513241732409198,3094
futures_volume_buy_sum,long,95,504020.8024170291,720d,1.0,108.0,0.013318907545809333,2451
futures_volume_buy_daily_sum,long,95,504020.80241702904,720d,1.0,108.0,0.013318907545809333,2451
futures_open_interest_sum,long,5,88095.06772963412,720d,1.0,108.0,0.013318907545809333,2451
futures_open_interest_sum_all,long,5,45464.659379331555,720d,1.0,108.0,0.013318907545809333,2451
futures_volume_sell_sum,long,95,504947.2486968224,720d,1.0,108.0,0.013318907545809333,2451
futures_volume_sell_daily_sum,long,95,504947.2486968225,720d,1.0,108.0,0.013318907545809333,2451
futures_volume_sum,long,95,1046145.6462651963,720d,1.0,108.0,0.013318907545809333,2451
balance_wbtc,long,3,72.42262048,360d,1.0,84.0,0.013103472124812554,2486
base_fee_median,long,1,0.001,720d,1.0,140.0,0.013078983160684121,1429
base_fee_median,long,2,0.001,720d,1.0,140.0,0.013078983160684121,1429
base_fee_median,long,3,0.001,720d,1.0,140.0,0.013078983160684121,1429
base_fee_median,long,4,0.001,720d,1.0,140.0,0.013078983160684121,1429
base_fee_median,long,5,0.001,720d,1.0,140.0,0.013078983160684121,1429
base_fee_median,long,6,0.001,720d,1.0,140.0,0.013078983160684121,1429
base_fee_median,long,7,0.001,720d,1.0,140.0,0.013078983160684121,1429
base_fee_median,long,8,0.001,720d,1.0,140.0,0.013078983160684121,1429
base_fee_median,long,9,0.001,720d,1.0,140.0,0.013078983160684121,1429
min_10_count,long,98,156751.46,720d,1.0,66.0,0.012977395830506944,3284
holder_accumulation_ratio,long,98,0.690842488282568,720d,1.0,66.0,0.012977395830506944,3284
count,long,98,681410.4600000001,720d,1.0,66.0,0.012977395830506944,3284
block_size_sum,long,98,301403128.94000024,720d,1.0,66.0,0.012977395830506944,3284
utxo_profit_count,long,2,32229390.0,720d,1.0,66.0,0.012977395830506944,3284
exchange_aggregated_reliance_ratio,long,98,0.06961698147187659,720d,1.0,66.0,0.012977395830506944,3284
cyd_account_based_supply_adjusted,long,2,184.40261870794302,720d,1.0,66.0,0.012977395830506944,3284
realized_supply_density_more_155,long,98,0.11178585338915718,720d,1.0,66.0,0.012977395830506944,3284
reserve_risk,long,2,0.0008459104473241999,720d,1.0,66.0,0.012977395830506944,3284
stock_to_flow_deflection,long,2,0.08312327115287187,720d,1.0,66.0,0.012977395830506944,3284
cyd_supply_adjusted,long,2,141.666784978192,720d,1.0,66.0,0.012977395830506944,3284
lth_profit_sum,long,2,6867308.1535886265,720d,1.0,66.0,0.012977395830506944,3284
active_more_1y_percent,long,98,0.698249811549111,720d,1.0,66.0,0.012977395830506944,3284
active_more_2y_percent,long,98,0.5719637189402453,720d,1.0,66.0,0.012977395830506944,3284
active_2y_3y,long,98,3117823.9988092,720d,1.0,66.0,0.012977395830506944,3284
active_more_3y_percent,long,2,0.2690995220276747,720d,1.0,66.0,0.012977395830506944,3284
active_3m_6m,long,2,974169.2821529473,720d,1.0,66.0,0.012977395830506944,3284
active_5y_7y,long,98,2076460.764239205,720d,1.0,66.0,0.012977395830506944,3284
entity_adjusted_count,long,98,488516.16000000003,720d,1.0,66.0,0.012977395830506944,3284
rate,long,98,7.886695138888889,720d,1.0,66.0,0.012977395830506944,3284
size_mean,long,2,357.9259490761553,720d,1.0,66.0,0.012977395830506944,3284
size_sum,long,98,301339208.9600003,720d,1.0,66.0,0.012977395830506944,3284
transfers_count,long,98,1210649.7600000007,720d,1.0,66.0,0.012977395830506944,3284
transfers_rate,long,98,14.012150000000007,720d,1.0,66.0,0.012977395830506944,3284
transfers_volume_mean,long,2,0.815173609851472,720d,1.0,66.0,0.012977395830506944,3284
balance_paypal,long,97,7317.381576553999,720d,1.0,54.0,0.012770983367350386,1800
balance_wbtc,long,4,73.43432911000001,720d,1.0,106.0,0.012676256304044564,2486
network_capacity_sum,long,97,5427.628589863,360d,1.0,84.0,0.01263499718032135,2791
channel_size_mean,long,97,0.09413567641802516,360d,1.0,84.0,0.01263499718032135,2791
futures_liquidated_volume_long_mean,long,96,35.13674543149771,720d,1.0,95.0,0.01262935343593552,2363
futures_liquidated_volume_short_mean,long,96,19.402336567315942,720d,1.0,95.0,0.01262935343593552,2363
perpetuals_reference_rate,long,3,7319.8425,360d,1.0,64.0,0.012597364790212007,2117
fees_median_relative,long,96,72.37285399853265,360d,1.0,58.0,0.012576416039007055,1433
fees_sum,long,96,23.870399816800017,360d,1.0,58.0,0.012576416039007055,1433
fees_distribution,long,96,2.6522666463111126,360d,1.0,58.0,0.012576416039007055,1433
txs_count_sum,long,96,137092.08000000002,360d,1.0,58.0,0.012576416039007055,1433
txs_count_distribution,long,96,15232.453333333335,360d,1.0,58.0,0.012576416039007055,1433
fees_median_relative,long,91,40.0,720d,1.0,131.0,0.012546929510455995,1433
min_10_count,long,98,156751.46,360d,1.0,66.0,0.01249306545017892,3284
count,long,98,681410.4600000001,360d,1.0,66.0,0.01249306545017892,3284
block_size_sum,long,98,301403128.94000024,360d,1.0,66.0,0.01249306545017892,3284
utxo_profit_count,long,2,32229390.0,360d,1.0,66.0,0.01249306545017892,3284
exchange_aggregated_reliance_ratio,long,98,0.06961698147187659,360d,1.0,66.0,0.01249306545017892,3284
cyd_account_based_supply_adjusted,long,2,184.40261870794302,360d,1.0,66.0,0.01249306545017892,3284
realized_supply_density_more_155,long,98,0.11178585338915718,360d,1.0,66.0,0.01249306545017892,3284
msol,long,2,0.5560449074074074,360d,1.0,66.0,0.01249306545017892,3284
reserve_risk,long,2,0.0008459104473241999,360d,1.0,66.0,0.01249306545017892,3284
stock_to_flow_deflection,long,2,0.08312327115287187,360d,1.0,66.0,0.01249306545017892,3284
cyd_supply_adjusted,long,2,141.666784978192,360d,1.0,66.0,0.01249306545017892,3284
lth_profit_sum,long,2,6867308.1535886265,360d,1.0,66.0,0.01249306545017892,3284
active_more_1y_percent,long,98,0.698249811549111,360d,1.0,66.0,0.01249306545017892,3284
active_more_2y_percent,long,98,0.5719637189402453,360d,1.0,66.0,0.01249306545017892,3284
active_2y_3y,long,98,3117823.9988092,360d,1.0,66.0,0.01249306545017892,3284
active_3m_6m,long,2,974169.2821529473,360d,1.0,66.0,0.01249306545017892,3284
active_5y_7y,long,98,2076460.764239205,360d,1.0,66.0,0.01249306545017892,3284
entity_adjusted_count,long,98,488516.16000000003,360d,1.0,66.0,0.01249306545017892,3284
rate,long,98,7.886695138888889,360d,1.0,66.0,0.01249306545017892,3284
size_mean,long,2,357.9259490761553,360d,1.0,66.0,0.01249306545017892,3284
size_sum,long,98,301339208.9600003,360d,1.0,66.0,0.01249306545017892,3284
transfers_count,long,98,1210649.7600000007,360d,1.0,66.0,0.01249306545017892,3284
transfers_rate,long,98,14.012150000000007,360d,1.0,66.0,0.01249306545017892,3284
transfers_volume_mean,long,2,0.815173609851472,360d,1.0,66.0,0.01249306545017892,3284
futures_volume_buy_perpetual_sum,long,97,561853.3960095329,360d,1.0,65.0,0.012374219986560187,2150
futures_volume_buy_daily_perpetual_sum,long,97,561853.3960095327,360d,1.0,65.0,0.012374219986560187,2150
futures_open_interest_cash_margin_perpetual_sum,long,3,331.3967781637,360d,1.0,65.0,0.012374219986560187,2150
futures_open_interest_crypto_margin_perpetual_sum,long,97,168728.55751872752,360d,1.0,65.0,0.012374219986560187,2150
futures_open_interest_crypto_margin_relative_perpetual,long,97,0.9802926685126675,360d,1.0,65.0,0.012374219986560187,2150
futures_open_interest_perpetual_sum,long,3,331.3967781637,360d,1.0,65.0,0.012374219986560187,2150
futures_open_interest_perpetual_sum_all,long,3,331.3967781637,360d,1.0,65.0,0.012374219986560187,2150
futures_volume_sell_perpetual_sum,long,97,572833.2255726224,360d,1.0,65.0,0.012374219986560187,2150
futures_volume_sell_daily_perpetual_sum,long,97,572833.2255726224,360d,1.0,65.0,0.012374219986560187,2150
futures_volume_perpetual_sum,long,97,1164222.3127733597,360d,1.0,65.0,0.012374219986560187,2150
fees_sum,long,91,11.131723140400025,720d,1.0,129.0,0.01234557096622002,1433
fees_distribution,long,91,1.2368581267111136,720d,1.0,129.0,0.01234557096622002,1433
txs_count_sum,long,91,108523.16000000003,720d,1.0,129.0,0.01234557096622002,1433
txs_count_distribution,long,91,12058.128888888892,720d,1.0,129.0,0.01234557096622002,1433
txs_size_sum,long,91,67520441.48,720d,1.0,129.0,0.01234557096622002,1433
txs_size_distribution,long,91,7502271.275555557,720d,1.0,129.0,0.01234557096622002,1433
network_capacity_sum,long,97,5427.628589863,720d,1.0,84.0,0.012340151273282807,2791
channel_size_mean,long,97,0.09413567641802516,720d,1.0,84.0,0.012340151273282807,2791
gini_capacity_distribution,long,96,0.9707049195622303,360d,1.0,57.0,0.012225029969682888,1429
gini_channel_distribution,long,4,0.7356846949530398,360d,1.0,57.0,0.012225029969682888,1429
futures_open_interest_crypto_margin_relative,long,96,0.9892002687003799,720d,1.0,99.0,0.012183135852684601,2451
futures_open_interest_crypto_margin_relative,long,97,0.9897511787870229,360d,1.0,74.0,0.011875320128953426,2451
balance_german_government,long,91,49858.8776842,360d,1.0,118.0,0.011736625621000918,1261
balance_german_government,long,92,49858.8776842,360d,1.0,118.0,0.011736625621000918,1261
dvol_ohlc,long,80,58.71,360d,1.0,182.0,0.011549608768969682,910
dvol_ohlc,long,80,58.71,720d,1.0,182.0,0.011549608768969682,910
balance_bhutan_government,long,97,13258.0827260069,720d,1.0,51.0,0.01104739282263989,1678
options_25delta_skew_1_week,long,3,-0.11406040106451722,720d,1.0,51.0,0.010967261258447158,1674
fees_median_relative,long,92,44.440000000000055,720d,1.0,115.0,0.010945089733023827,1433
fees_sum,long,92,12.586777768400001,720d,1.0,115.0,0.010945089733023827,1433
fees_distribution,long,92,1.3985308631555557,720d,1.0,115.0,0.010945089733023827,1433
txs_count_sum,long,92,114292.64,720d,1.0,115.0,0.010945089733023827,1433
txs_count_distribution,long,92,12699.182222222224,720d,1.0,115.0,0.010945089733023827,1433
txs_size_sum,long,92,69870578.60000001,720d,1.0,115.0,0.010945089733023827,1433
txs_size_distribution,long,92,7763397.622222222,720d,1.0,115.0,0.010945089733023827,1433
purpose_etf_aum_sum,long,3,395130000.0,720d,1.0,51.0,0.010906740723647057,1671
balance_luna_foundation_guard,long,2,313.00006913,720d,1.0,285.0,0.01082913406079744,1335
balance_luna_foundation_guard,long,3,313.00006913,720d,1.0,285.0,0.01082913406079744,1335
balance_luna_foundation_guard,long,4,313.00006913,720d,1.0,285.0,0.01082913406079744,1335
balance_luna_foundation_guard,long,5,313.00006913,720d,1.0,285.0,0.01082913406079744,1335
balance_luna_foundation_guard,long,6,313.00006913,720d,1.0,285.0,0.01082913406079744,1335
balance_luna_foundation_guard,long,7,313.00006913,720d,1.0,285.0,0.01082913406079744,1335
balance_luna_foundation_guard,long,8,313.00006913,720d,1.0,285.0,0.01082913406079744,1335
balance_luna_foundation_guard,long,9,313.00006913,720d,1.0,285.0,0.01082913406079744,1335
balance_luna_foundation_guard,long,10,313.00006913,720d,1.0,285.0,0.01082913406079744,1335
balance_luna_foundation_guard,long,20,313.00006913,720d,1.0,285.0,0.01082913406079744,1335
min_10k_count,long,99,124.0,360d,1.0,57.0,0.01077067910934204,3284
perpetuals_reference_rate,long,3,7319.8425,720d,1.0,64.0,0.010685071477114727,2117
futures_open_interest_crypto_margin_sum,long,4,65647.31607711734,720d,1.0,86.0,0.010551102994317718,2451
futures_volume_buy_sum,long,96,529384.5950680614,720d,1.0,86.0,0.010551102994317718,2451
futures_volume_buy_daily_sum,long,96,529384.5950680613,720d,1.0,86.0,0.010551102994317718,2451
futures_open_interest_sum,long,4,73244.26051244407,720d,1.0,86.0,0.010551102994317718,2451
futures_open_interest_sum_all,long,4,43177.08766119674,720d,1.0,86.0,0.010551102994317718,2451
futures_volume_sell_sum,long,96,539209.7912671287,720d,1.0,86.0,0.010551102994317718,2451
futures_volume_sell_daily_sum,long,96,539209.7912671285,720d,1.0,86.0,0.010551102994317718,2451
futures_volume_sum,long,96,1079126.7698077972,720d,1.0,86.0,0.010551102994317718,2451
gini_capacity_distribution,long,92,0.9703251179859661,720d,1.0,114.0,0.010540762224221734,1429
futures_volume_buy_perpetual_sum,long,97,561853.3960095329,720d,1.0,65.0,0.010500013002844977,2150
futures_volume_buy_daily_perpetual_sum,long,97,561853.3960095327,720d,1.0,65.0,0.010500013002844977,2150
futures_open_interest_cash_margin_perpetual_sum,long,3,331.3967781637,720d,1.0,65.0,0.010500013002844977,2150
futures_open_interest_crypto_margin_perpetual_sum,long,97,168728.55751872752,720d,1.0,65.0,0.010500013002844977,2150
futures_open_interest_crypto_margin_relative_perpetual,long,97,0.9802926685126675,720d,1.0,65.0,0.010500013002844977,2150
futures_open_interest_perpetual_sum,long,3,331.3967781637,720d,1.0,65.0,0.010500013002844977,2150
futures_open_interest_perpetual_sum_all,long,3,331.3967781637,720d,1.0,65.0,0.010500013002844977,2150
futures_volume_sell_perpetual_sum,long,97,572833.2255726224,720d,1.0,65.0,0.010500013002844977,2150
futures_volume_sell_daily_perpetual_sum,long,97,572833.2255726224,720d,1.0,65.0,0.010500013002844977,2150
futures_volume_perpetual_sum,long,97,1164222.3127733597,720d,1.0,65.0,0.010500013002844977,2150
inscriptions_size_sum,long,20,1953657768.5666668,360d,1.0,202.0,0.010429318847146013,1008
inscriptions_size_sum,long,20,1953657768.5666668,720d,1.0,202.0,0.010429318847146013,1008
inscriptions_count_sum,long,20,2450502.1333333333,360d,1.0,202.0,0.010429318847146013,1008
inscriptions_count_sum,long,20,2450502.1333333333,720d,1.0,202.0,0.010429318847146013,1008
inscriptions_count,long,20,2933.6666666666665,360d,1.0,202.0,0.010429318847146013,1008
inscriptions_count,long,20,2933.6666666666665,720d,1.0,202.0,0.010429318847146013,1008
inscriptions_count_share,long,20,0.005492848750901048,360d,1.0,202.0,0.010429318847146013,1008
inscriptions_count_share,long,20,0.005492848750901048,720d,1.0,202.0,0.010429318847146013,1008
futures_open_interest_crypto_margin_sum,long,3,58349.24414788394,360d,1.0,65.0,0.010408467875945515,2451
futures_volume_buy_sum,long,97,566204.9023648773,360d,1.0,65.0,0.010408467875945515,2451
futures_volume_buy_daily_sum,long,97,566204.9023648773,360d,1.0,65.0,0.010408467875945515,2451
futures_open_interest_sum,long,3,58695.42418058114,360d,1.0,65.0,0.010408467875945515,2451
futures_open_interest_sum_all,long,3,39130.28278705409,360d,1.0,65.0,0.010408467875945515,2451
futures_volume_sell_sum,long,97,580457.9901984831,360d,1.0,65.0,0.010408467875945515,2451
futures_volume_sell_daily_sum,long,97,580457.9901984831,360d,1.0,65.0,0.010408467875945515,2451
futures_volume_sum,long,97,1181967.8288843785,360d,1.0,65.0,0.010408467875945515,2451
futures_open_interest_crypto_margin_sum,long,1,0.0,360d,1.0,63.0,0.010083366242942815,2451
futures_open_interest_crypto_margin_sum,long,2,0.0,360d,1.0,63.0,0.010083366242942815,2451
balance_wbtc,long,3,72.42262048,720d,1.0,84.0,0.009994413679615066,2486
runes_count,long,90,460637.60000000003,360d,1.0,52.0,0.009868792733951526,515
runes_count,long,90,460637.60000000003,720d,1.0,52.0,0.009868792733951526,515
runes_count_share,long,90,0.6630117011808111,360d,1.0,52.0,0.009868792733951526,515
runes_count_share,long,90,0.6630117011808111,720d,1.0,52.0,0.009868792733951526,515
runes_fee_share,long,90,0.3387399860524552,360d,1.0,52.0,0.009868792733951526,515
runes_fee_share,long,90,0.3387399860524552,720d,1.0,52.0,0.009868792733951526,515
balance_revolut,long,2,3192.23837241,360d,1.0,50.0,0.009753011202781492,2122
fees_median_relative,long,93,48.98315789473684,720d,1.0,101.0,0.009560157895067922,1433
fees_sum,long,93,14.077308227199998,720d,1.0,101.0,0.009560157895067922,1433
fees_distribution,long,93,1.5641453585777774,720d,1.0,101.0,0.009560157895067922,1433
txs_count_sum,long,93,120681.48,720d,1.0,101.0,0.009560157895067922,1433
txs_count_distribution,long,93,13409.053333333333,720d,1.0,101.0,0.009560157895067922,1433
txs_size_sum,long,93,74205844.35999998,720d,1.0,101.0,0.009560157895067922,1433
txs_size_distribution,long,93,8245093.817777777,720d,1.0,101.0,0.009560157895067922,1433
futures_liquidated_volume_long_mean,long,97,46.236539677002206,720d,1.0,71.0,0.009383707362661031,2363
futures_liquidated_volume_short_mean,long,97,25.714324923250206,720d,1.0,71.0,0.009383707362661031,2363
gini_capacity_distribution,long,93,0.9704186648113691,720d,1.0,100.0,0.00919575612416651,1429
futures_open_interest_crypto_margin_relative,long,97,0.9897511787870229,720d,1.0,74.0,0.009053459147513876,2451
balance_wbtc,long,2,0.0812556,360d,1.0,58.0,0.008992138376986758,2486
ssr_oscillator,long,98,2.946489575226048,360d,1.0,52.0,0.008962236962596792,3094
balance_german_government,long,93,49858.87768991,360d,1.0,91.0,0.008942864422698371,1261
taproot_adoption,long,96,0.547618416372683,720d,1.0,61.0,0.00874599754218841,1517
balance_franklin_templeton,long,10,2957.99929661,360d,1.0,64.0,0.00845572911953918,616
balance_franklin_templeton,long,10,2957.99929661,720d,1.0,64.0,0.00845572911953918,616
dvol_ohlc,long,85,60.201625,360d,1.0,137.0,0.008439979932323233,910
dvol_ohlc,long,85,60.201625,720d,1.0,137.0,0.008439979932323233,910
network_capacity_sum,long,98,5449.7296219,360d,1.0,56.0,0.008373339266473656,2791
channel_size_mean,long,98,0.09480918648346201,360d,1.0,56.0,0.008373339266473656,2791
balance_revolut,long,2,3192.23837241,720d,1.0,50.0,0.008273750728552631,2122
balance_wisdomtree,long,10,924.03181036,360d,1.0,63.0,0.008259948455509314,618
balance_wisdomtree,long,10,924.03181036,720d,1.0,63.0,0.008259948455509314,618
us_spot_etf_balances_all,long,10,149863.56921177398,360d,1.0,61.0,0.008202997003635415,610
us_spot_etf_balances_all,long,10,149863.56921177398,720d,1.0,61.0,0.008202997003635415,610
network_capacity_sum,long,98,5449.7296219,720d,1.0,56.0,0.008178116079199271,2791
channel_size_mean,long,98,0.09480918648346201,720d,1.0,56.0,0.008178116079199271,2791
balance_blackrock,long,10,187531.99654837,360d,1.0,63.0,0.008176936403638202,621
balance_blackrock,long,10,187531.99654837,720d,1.0,63.0,0.008176936403638202,621
balance_vaneck,long,10,4299.12491571,360d,1.0,63.0,0.008176936403638202,621
balance_vaneck,long,10,4299.12491571,720d,1.0,63.0,0.008176936403638202,621
balance_bitwise,long,10,26667.709849816,360d,1.0,63.0,0.008122289023039686,623
balance_bitwise,long,10,26667.709849816,720d,1.0,63.0,0.008122289023039686,623
fees_median_relative,long,94,55.07999999999993,720d,1.0,86.0,0.008093169364361441,1433
fees_sum,long,94,15.441014978799997,720d,1.0,86.0,0.008093169364361441,1433
fees_distribution,long,94,1.7156683309777776,720d,1.0,86.0,0.008093169364361441,1433
txs_count_sum,long,94,125955.19999999994,720d,1.0,86.0,0.008093169364361441,1433
txs_count_distribution,long,94,13995.022222222216,720d,1.0,86.0,0.008093169364361441,1433
txs_size_sum,long,94,79434024.32,720d,1.0,86.0,0.008093169364361441,1433
txs_size_distribution,long,94,8826002.702222222,720d,1.0,86.0,0.008093169364361441,1433
balance_german_government,long,94,49858.87771721,360d,1.0,82.0,0.00802657793302558,1261
balance_german_government,long,95,49858.87771721,360d,1.0,82.0,0.00802657793302558,1261
futures_open_interest_crypto_margin_relative,long,98,0.9902964655750094,360d,1.0,50.0,0.007977818087190336,2451
futures_open_interest_crypto_margin_sum,long,3,58349.24414788394,720d,1.0,65.0,0.00793574120345475,2451
futures_volume_buy_sum,long,97,566204.9023648773,720d,1.0,65.0,0.00793574120345475,2451
futures_volume_buy_daily_sum,long,97,566204.9023648773,720d,1.0,65.0,0.00793574120345475,2451
futures_open_interest_sum,long,3,58695.42418058114,720d,1.0,65.0,0.00793574120345475,2451
futures_open_interest_sum_all,long,3,39130.28278705409,720d,1.0,65.0,0.00793574120345475,2451
futures_volume_sell_sum,long,97,580457.9901984831,720d,1.0,65.0,0.00793574120345475,2451
futures_volume_sell_daily_sum,long,97,580457.9901984831,720d,1.0,65.0,0.00793574120345475,2451
futures_volume_sum,long,97,1181967.8288843785,720d,1.0,65.0,0.00793574120345475,2451
gini_capacity_distribution,long,94,0.9705101661530329,720d,1.0,86.0,0.007865529359844636,1429
futures_open_interest_crypto_margin_sum,long,1,0.0,720d,1.0,63.0,0.007687996777759665,2451
