indicator,strategy_type,percentile,threshold,horizon,signal_accuracy,signal_count,information_gain,total_days
futures_open_interest_crypto_margin_sum,long,2,0.0,720d,1.0,63.0,0.007687996777759665,2451
inscriptions_size_share,long,85,0.031078103635936577,360d,1.0,152.0,0.007618269023096869,1008
inscriptions_size_share,long,85,0.031078103635936577,720d,1.0,152.0,0.007618269023096869,1008
balance_wisdomtree,long,9,807.19718752,360d,1.0,57.0,0.007432732980479251,618
balance_wisdomtree,long,9,807.19718752,720d,1.0,57.0,0.007432732980479251,618
us_spot_etf_balances_all,long,9,148978.0697919833,360d,1.0,55.0,0.007355545743616465,610
us_spot_etf_balances_all,long,9,148978.0697919833,720d,1.0,55.0,0.007355545743616465,610
balance_franklin_templeton,long,9,2717.299380835,360d,1.0,56.0,0.0073450844747911526,616
balance_franklin_templeton,long,9,2717.299380835,720d,1.0,56.0,0.0073450844747911526,616
balance_blackrock,long,9,159319.90311636397,360d,1.0,56.0,0.007222676319315335,621
balance_blackrock,long,9,159319.90311636397,720d,1.0,56.0,0.007222676319315335,621
balance_vaneck,long,9,4236.51479309,360d,1.0,56.0,0.007222676319315335,621
balance_vaneck,long,9,4236.51479309,720d,1.0,56.0,0.007222676319315335,621
balance_bitwise,long,9,24114.3123361848,360d,1.0,56.0,0.007174569143467591,623
balance_bitwise,long,9,24114.3123361848,720d,1.0,56.0,0.007174569143467591,623
balance_german_government,long,85,544.8667052,720d,1.0,215.0,0.006941023441017685,1261
balance_wbtc,long,2,0.0812556,720d,1.0,58.0,0.006859962695451305,2486
balance_vaneck,long,8,4016.80637385,360d,1.0,53.0,0.006817428899036138,621
balance_vaneck,long,8,4016.80637385,720d,1.0,53.0,0.006817428899036138,621
fees_median_relative,long,95,62.399999999999864,720d,1.0,72.0,0.00673937244709738,1433
fees_sum,long,95,17.803438873999976,720d,1.0,72.0,0.00673937244709738,1433
fees_distribution,long,95,1.9781598748888864,720d,1.0,72.0,0.00673937244709738,1433
txs_count_sum,long,95,131125.39999999997,720d,1.0,72.0,0.00673937244709738,1433
txs_count_distribution,long,95,14569.488888888885,720d,1.0,72.0,0.00673937244709738,1433
txs_size_sum,long,95,84346239.99999999,720d,1.0,72.0,0.00673937244709738,1433
txs_size_distribution,long,95,9371804.444444444,720d,1.0,72.0,0.00673937244709738,1433
balance_blackrock,long,8,126950.12986249001,360d,1.0,52.0,0.006682835982795954,621
balance_blackrock,long,8,126950.12986249001,720d,1.0,52.0,0.006682835982795954,621
balance_franklin_templeton,long,8,2406.9994915800003,360d,1.0,51.0,0.006659200258261555,616
balance_franklin_templeton,long,8,2406.9994915800003,720d,1.0,51.0,0.006659200258261555,616
gini_capacity_distribution,long,95,0.9705802166549964,720d,1.0,72.0,0.006549760426636464,1429
balance_bitwise,long,8,22730.43339135,360d,1.0,51.0,0.0065049731933892185,623
balance_bitwise,long,8,22730.43339135,720d,1.0,51.0,0.0065049731933892185,623
balance_wisdomtree,long,8,715.2196225232001,360d,1.0,50.0,0.00647908832015498,618
balance_wisdomtree,long,8,715.2196225232001,720d,1.0,50.0,0.00647908832015498,618
futures_open_interest_crypto_margin_relative,long,98,0.9902964655750094,720d,1.0,50.0,0.006083265047464481,2451
dvol_ohlc,long,90,62.344750000000005,360d,1.0,91.0,0.005446796817696831,910
dvol_ohlc,long,90,62.344750000000005,720d,1.0,91.0,0.005446796817696831,910
fees_median_relative,long,96,72.37285399853265,720d,1.0,58.0,0.005400110148391812,1433
fees_sum,long,96,23.870399816800017,720d,1.0,58.0,0.005400110148391812,1433
fees_distribution,long,96,2.6522666463111126,720d,1.0,58.0,0.005400110148391812,1433
txs_count_sum,long,96,137092.08000000002,720d,1.0,58.0,0.005400110148391812,1433
txs_count_distribution,long,96,15232.453333333335,720d,1.0,58.0,0.005400110148391812,1433
txs_size_sum,long,96,89946751.48,720d,1.0,58.0,0.005400110148391812,1433
txs_size_distribution,long,96,9994083.497777779,720d,1.0,58.0,0.005400110148391812,1433
gini_capacity_distribution,long,96,0.9707049195622303,720d,1.0,57.0,0.005155698500923178,1429
gini_channel_distribution,long,4,0.7356846949530398,720d,1.0,57.0,0.005155698500923178,1429
balance_german_government,long,96,49858.87772813,360d,1.0,53.0,0.005123079196606262,1261
balance_german_government,long,97,49858.87772813,360d,1.0,53.0,0.005123079196606262,1261
inscriptions_size_share,long,90,0.03763642256792958,360d,1.0,101.0,0.0049184021389400145,1008
inscriptions_size_share,long,90,0.03763642256792958,720d,1.0,101.0,0.0049184021389400145,1008
inscriptions_fee_share,long,10,0.0022899843834354424,360d,1.0,101.0,0.0049184021389400145,1008
inscriptions_fee_share,long,10,0.0022899843834354424,720d,1.0,101.0,0.0049184021389400145,1008
inscriptions_size_sum,long,10,1174905416.9333334,360d,1.0,101.0,0.0049184021389400145,1008
inscriptions_size_sum,long,10,1174905416.9333334,720d,1.0,101.0,0.0049184021389400145,1008
inscriptions_count_sum,long,10,98394.45000000001,360d,1.0,101.0,0.0049184021389400145,1008
inscriptions_count_sum,long,10,98394.45000000001,720d,1.0,101.0,0.0049184021389400145,1008
inscriptions_count,long,10,1557.7666666666667,360d,1.0,101.0,0.0049184021389400145,1008
inscriptions_count,long,10,1557.7666666666667,720d,1.0,101.0,0.0049184021389400145,1008
inscriptions_count_share,long,10,0.0028859055638179513,360d,1.0,101.0,0.0049184021389400145,1008
inscriptions_count_share,long,10,0.0028859055638179513,720d,1.0,101.0,0.0049184021389400145,1008
dvol_ohlc,long,91,63.36370000000001,360d,1.0,82.0,0.0048812814032985485,910
dvol_ohlc,long,91,63.36370000000001,720d,1.0,82.0,0.0048812814032985485,910
inscriptions_size_share,long,91,0.040262884240194224,360d,1.0,91.0,0.004407183529558573,1008
inscriptions_size_share,long,91,0.040262884240194224,720d,1.0,91.0,0.004407183529558573,1008
inscriptions_fee_share,long,9,0.0019793661111964424,360d,1.0,91.0,0.004407183529558573,1008
inscriptions_fee_share,long,9,0.0019793661111964424,720d,1.0,91.0,0.004407183529558573,1008
inscriptions_size_sum,long,9,898917012.5333333,360d,1.0,91.0,0.004407183529558573,1008
inscriptions_size_sum,long,9,898917012.5333333,720d,1.0,91.0,0.004407183529558573,1008
inscriptions_count_sum,long,9,79438.53833333332,360d,1.0,91.0,0.004407183529558573,1008
inscriptions_count_sum,long,9,79438.53833333332,720d,1.0,91.0,0.004407183529558573,1008
inscriptions_count,long,9,1304.9316666666664,360d,1.0,91.0,0.004407183529558573,1008
inscriptions_count,long,9,1304.9316666666664,720d,1.0,91.0,0.004407183529558573,1008
inscriptions_count_share,long,9,0.0026019612828118693,360d,1.0,91.0,0.004407183529558573,1008
inscriptions_count_share,long,9,0.0026019612828118693,720d,1.0,91.0,0.004407183529558573,1008
balance_german_government,long,90,49858.87766782,720d,1.0,139.0,0.0043344635868718395,1261
dvol_ohlc,long,92,64.27790000000003,360d,1.0,73.0,0.00432200120401538,910
dvol_ohlc,long,92,64.27790000000003,720d,1.0,73.0,0.00432200120401538,910
inscriptions_size_share,long,92,0.04209671114958655,360d,1.0,81.0,0.0039016088050826125,1008
inscriptions_size_share,long,92,0.04209671114958655,720d,1.0,81.0,0.0039016088050826125,1008
inscriptions_fee_share,long,8,0.0016073677678293502,360d,1.0,81.0,0.0039016088050826125,1008
inscriptions_fee_share,long,8,0.0016073677678293502,720d,1.0,81.0,0.0039016088050826125,1008
inscriptions_size_sum,long,8,698263453.8533334,360d,1.0,81.0,0.0039016088050826125,1008
inscriptions_size_sum,long,8,698263453.8533334,720d,1.0,81.0,0.0039016088050826125,1008
inscriptions_count_sum,long,8,50875.42666666667,360d,1.0,81.0,0.0039016088050826125,1008
inscriptions_count_sum,long,8,50875.42666666667,720d,1.0,81.0,0.0039016088050826125,1008
inscriptions_count,long,8,1170.9133333333334,360d,1.0,81.0,0.0039016088050826125,1008
inscriptions_count,long,8,1170.9133333333334,720d,1.0,81.0,0.0039016088050826125,1008
inscriptions_count_share,long,8,0.0023483009401478214,360d,1.0,81.0,0.0039016088050826125,1008
inscriptions_count_share,long,8,0.0023483009401478214,720d,1.0,81.0,0.0039016088050826125,1008
dvol_ohlc,long,93,65.64285,360d,1.0,64.0,0.003768820205434814,910
dvol_ohlc,long,93,65.64285,720d,1.0,64.0,0.003768820205434814,910
balance_german_government,long,91,49858.8776842,720d,1.0,118.0,0.0036457914085402943,1261
balance_german_government,long,92,49858.8776842,720d,1.0,118.0,0.0036457914085402943,1261
inscriptions_size_share,long,93,0.04577373173802383,360d,1.0,71.0,0.003401554694838216,1008
inscriptions_size_share,long,93,0.04577373173802383,720d,1.0,71.0,0.003401554694838216,1008
inscriptions_fee_share,long,7,0.0014355158668878352,360d,1.0,71.0,0.003401554694838216,1008
inscriptions_fee_share,long,7,0.0014355158668878352,720d,1.0,71.0,0.003401554694838216,1008
inscriptions_size_sum,long,7,507540811.0250002,360d,1.0,71.0,0.003401554694838216,1008
inscriptions_size_sum,long,7,507540811.0250002,720d,1.0,71.0,0.003401554694838216,1008
inscriptions_count_sum,long,7,27603.851666666673,360d,1.0,71.0,0.003401554694838216,1008
inscriptions_count_sum,long,7,27603.851666666673,720d,1.0,71.0,0.003401554694838216,1008
inscriptions_count,long,7,926.3816666666667,360d,1.0,71.0,0.003401554694838216,1008
inscriptions_count,long,7,926.3816666666667,720d,1.0,71.0,0.003401554694838216,1008
inscriptions_count_share,long,7,0.0018460810505238781,360d,1.0,71.0,0.003401554694838216,1008
inscriptions_count_share,long,7,0.0018460810505238781,720d,1.0,71.0,0.003401554694838216,1008
dvol_ohlc,long,94,67.20349999999996,360d,1.0,55.0,0.003221606796218218,910
dvol_ohlc,long,94,67.20349999999996,720d,1.0,55.0,0.003221606796218218,910
inscriptions_size_share,long,94,0.05008075281759517,360d,1.0,61.0,0.002906901923577593,1008
inscriptions_size_share,long,94,0.05008075281759517,720d,1.0,61.0,0.002906901923577593,1008
inscriptions_fee_share,long,6,0.001126004732836626,360d,1.0,61.0,0.002906901923577593,1008
inscriptions_fee_share,long,6,0.001126004732836626,720d,1.0,61.0,0.002906901923577593,1008
inscriptions_fee,long,6,0.011358946966666663,360d,1.0,61.0,0.002906901923577593,1008
inscriptions_fee,long,6,0.011358946966666663,720d,1.0,61.0,0.002906901923577593,1008
inscriptions_size_sum,long,6,249124606.7033332,360d,1.0,61.0,0.002906901923577593,1008
inscriptions_size_sum,long,6,249124606.7033332,720d,1.0,61.0,0.002906901923577593,1008
inscriptions_count_sum,long,6,12170.399999999992,360d,1.0,61.0,0.002906901923577593,1008
inscriptions_count_sum,long,6,12170.399999999992,720d,1.0,61.0,0.002906901923577593,1008
inscriptions_count,long,6,653.2433333333333,360d,1.0,61.0,0.002906901923577593,1008
inscriptions_count,long,6,653.2433333333333,720d,1.0,61.0,0.002906901923577593,1008
inscriptions_count_share,long,6,0.0014032607800574342,360d,1.0,61.0,0.002906901923577593,1008
inscriptions_count_share,long,6,0.0014032607800574342,720d,1.0,61.0,0.002906901923577593,1008
balance_german_government,long,93,49858.87768991,720d,1.0,91.0,0.0027789758652889407,1261
balance_german_government,long,94,49858.87771721,720d,1.0,82.0,0.0024945391189908628,1261
balance_german_government,long,95,49858.87771721,720d,1.0,82.0,0.0024945391189908628,1261
inscriptions_size_share,long,95,0.0548767197901627,360d,1.0,51.0,0.002417535040638824,1008
inscriptions_size_share,long,95,0.0548767197901627,720d,1.0,51.0,0.002417535040638824,1008
inscriptions_fee_share,long,5,0.0004969589117676798,360d,1.0,51.0,0.002417535040638824,1008
inscriptions_fee_share,long,5,0.0004969589117676798,720d,1.0,51.0,0.002417535040638824,1008
inscriptions_fee,long,5,0.006354968083333336,360d,1.0,51.0,0.002417535040638824,1008
inscriptions_fee,long,5,0.006354968083333336,720d,1.0,51.0,0.002417535040638824,1008
inscriptions_size_sum,long,5,9092160.875000004,360d,1.0,51.0,0.002417535040638824,1008
inscriptions_size_sum,long,5,9092160.875000004,720d,1.0,51.0,0.002417535040638824,1008
inscriptions_count_sum,long,5,206.35000000000005,360d,1.0,51.0,0.002417535040638824,1008
inscriptions_count_sum,long,5,206.35000000000005,720d,1.0,51.0,0.002417535040638824,1008
inscriptions_count,long,5,54.24166666666672,360d,1.0,51.0,0.002417535040638824,1008
inscriptions_count,long,5,54.24166666666672,720d,1.0,51.0,0.002417535040638824,1008
inscriptions_count_share,long,5,0.00016546016592366855,360d,1.0,51.0,0.002417535040638824,1008
inscriptions_count_share,long,5,0.00016546016592366855,720d,1.0,51.0,0.002417535040638824,1008
balance_german_government,long,96,49858.87772813,720d,1.0,53.0,0.001592770321098752,1261
balance_german_government,long,97,49858.87772813,720d,1.0,53.0,0.001592770321098752,1261
