indicator,percentile,threshold,correlation_type,correlation_value,bull_return,bull_excess,bull_sharpe,bull_drawdown,bear_return,bear_excess,bear_sharpe,bear_drawdown,sideways_return,sideways_excess,sideways_sharpe,sideways_drawdown,avg_excess,min_excess,max_drawdown,max_rank_ic,max_pearson_ic
svl_entity_adjusted_2y_3y,4,0.0,negative,-0.0008119991984943078,2.512526111541452,0.11015205993963129,3.508435382533444,-0.33428921698533764,0.5280340433555639,0.9293459454060315,1.6069843804113821,-0.3294242995598458,0.21072136113068662,0.09074792697698641,1.0844196568107094,-0.24999873368112493,0.37674864410754977,0.09074792697698641,-0.33428921698533764,-0.023049234532897006,-0.0027319802432348252
svl_entity_adjusted_2y_3y,5,0.0,negative,-0.0008119991984943078,2.512526111541452,0.11015205993963129,3.508435382533444,-0.33428921698533764,0.5280340433555639,0.9293459454060315,1.6069843804113821,-0.3294242995598458,0.21072136113068662,0.09074792697698641,1.0844196568107094,-0.24999873368112493,0.37674864410754977,0.09074792697698641,-0.33428921698533764,-0.023049234532897006,-0.0027319802432348252
svl_entity_adjusted_2y_3y,6,0.0,negative,-0.0008119991984943078,2.512526111541452,0.11015205993963129,3.508435382533444,-0.33428921698533764,0.5280340433555639,0.9293459454060315,1.6069843804113821,-0.3294242995598458,0.21072136113068662,0.09074792697698641,1.0844196568107094,-0.24999873368112493,0.37674864410754977,0.09074792697698641,-0.33428921698533764,-0.023049234532897006,-0.0027319802432348252
svl_entity_adjusted_2y_3y,7,0.0,negative,-0.0008119991984943078,2.512526111541452,0.11015205993963129,3.508435382533444,-0.33428921698533764,0.5280340433555639,0.9293459454060315,1.6069843804113821,-0.3294242995598458,0.21072136113068662,0.09074792697698641,1.0844196568107094,-0.24999873368112493,0.37674864410754977,0.09074792697698641,-0.33428921698533764,-0.023049234532897006,-0.0027319802432348252
svl_entity_adjusted_2y_3y,8,0.0,negative,-0.0008119991984943078,2.512526111541452,0.11015205993963129,3.508435382533444,-0.33428921698533764,0.5280340433555639,0.9293459454060315,1.6069843804113821,-0.3294242995598458,0.21072136113068662,0.09074792697698641,1.0844196568107094,-0.24999873368112493,0.37674864410754977,0.09074792697698641,-0.33428921698533764,-0.023049234532897006,-0.0027319802432348252
svl_entity_adjusted_2y_3y,9,0.0,negative,-0.0008119991984943078,2.512526111541452,0.11015205993963129,3.508435382533444,-0.33428921698533764,0.5280340433555639,0.9293459454060315,1.6069843804113821,-0.3294242995598458,0.21072136113068662,0.09074792697698641,1.0844196568107094,-0.24999873368112493,0.37674864410754977,0.09074792697698641,-0.33428921698533764,-0.023049234532897006,-0.0027319802432348252
svl_entity_adjusted_2y_3y,10,0.0,negative,-0.0008119991984943078,2.512526111541452,0.11015205993963129,3.508435382533444,-0.33428921698533764,0.5280340433555639,0.9293459454060315,1.6069843804113821,-0.3294242995598458,0.21072136113068662,0.09074792697698641,1.0844196568107094,-0.24999873368112493,0.37674864410754977,0.09074792697698641,-0.33428921698533764,-0.023049234532897006,-0.0027319802432348252
svl_3m_6m,60,5.63481028,negative,-0.002602614639709469,2.530444322067545,0.1280702704657246,3.3962648472924917,-0.3301308932016674,0.478533291983523,0.8798451940339906,1.4526466723720726,-0.38297742861268896,0.22472957106968927,0.10475613691598906,1.1194703041266414,-0.28104171444698794,0.3708905338052348,0.10475613691598906,-0.38297742861268896,-0.025765037912929736,-0.003749733894034688
cdd_supply_adjusted,60,0.0009560167426537835,negative,-0.00029508929869806607,2.576847222542717,0.17447317094089643,3.4945451239097407,-0.3879713384325753,0.4609908678717938,0.8623027699222614,1.3915016545289434,-0.4026533244304303,0.18891031478624853,0.06893688063254833,0.9392987585457966,-0.35538697824608473,0.3685709404985687,0.06893688063254833,-0.4026533244304303,-0.025578759457184977,-0.003038794518038039
transfers_between_exchanges_count,60,43.0,negative,-0.00838848781169616,2.5457470427965325,0.14337299119471192,3.3492040586517287,-0.3429562085117479,0.42212571531675236,0.82343761736722,1.3614099908525252,-0.40912901857122763,0.25070340515595335,0.13072997100225314,1.2547318088204613,-0.2545980737291365,0.36584685985472837,0.13072997100225314,-0.40912901857122763,-0.027687344485377213,-0.021209595966734957
spot_buying_volume_sum,50,394.6915160255934,positive,0.03347035027950791,2.5887855731025757,0.18641152150075513,3.2500016991157388,-0.4554606591654967,0.351399038083829,0.7527109401342966,1.0574066314918178,-0.5456059287097381,0.27391760887284855,0.15394417471914834,1.274247265856218,-0.24507803564539585,0.36435554545140003,0.15394417471914834,-0.5456059287097381,0.04041911243519024,0.0362247925575343
sol_1w_1m,70,547.0,negative,-0.0008020167663867086,2.759235519332727,0.3568614677309063,3.1338496257818607,-0.35932802593704893,0.22586197512131,0.6271738771717776,0.7648927723511673,-0.458050896913278,0.2278990168790156,0.10792558272531538,1.0391361487833721,-0.3305179839546495,0.36398697587599976,0.10792558272531538,-0.458050896913278,-0.02756995561748902,-0.012504859181252801
