indicator,percentile,threshold,bull_return,bull_excess,bull_sharpe,bear_return,bear_excess,bear_sharpe,sideways_return,sideways_excess,sideways_sharpe,avg_return,avg_excess
sol_6m_12m,30,8014.5,-0.41116091382625974,0.5964576255918612,-1.3048753151472776,-0.03267709270568062,-0.21710119345242007,-0.11951982933607165,-0.3617127341017396,-0.12134416309942764,-1.0182812146358107,-0.26851691354456,0.0860040896800045
sol_1w_1m,40,61030.6,-0.6355289665411412,0.37208957287697975,-1.5899441092809194,0.17105298329807772,-0.013371117448661735,0.3307472038265267,-0.3411731674755203,-0.10080459647320833,-0.8149801780673877,-0.2685497169061946,0.08597128631836991
realized_volatility_1_week,3,16.881681386915844,-0.9389623339139445,0.0686562055041765,-1.7484894850647308,0.2664231024400462,0.08199900169330673,0.48796991411015994,-0.13315126270404964,0.10721730829826231,-0.24171230085048792,-0.26856349805931595,0.08595750516524851
supply_by_date_bands,5,1169357.0099982917,-0.8537200206062437,0.15389851881187722,-1.5866418924181875,0.18442410074673946,0.0,0.324313686905836,-0.13640292787246272,0.10396564312984924,-0.24359161136351437,-0.26856628257732235,0.08595472064724215
channels_count,94,84664.8,-0.7468255264235779,0.26079301299454305,-1.4990480356755351,0.16522975975253731,-0.01919434099420214,0.3000697223802099,-0.2241047793893252,0.016263791612986772,-0.4958551654454225,-0.2685668486867886,0.08595415453777588
unrealized_loss_less_155,92,0.28173673626070267,-0.6986492681354146,0.30896927128270635,-1.3364773148835696,0.18193207199728095,-0.0024920287494585025,0.31996418647194363,-0.28899541874770807,-0.04862684774539611,-0.5107359311972828,-0.26857087162861387,0.08595013159595057
realized_loss_lth_account_based,96,151451009.91703984,-0.7493611190654413,0.2582574203526796,-1.3845097000940758,0.18442410074673946,0.0,0.324313686905836,-0.24080800166227964,-0.00043943065996768227,-0.42365629694526297,-0.26858167332699384,0.08593932989757065
block_size_mean,80,1605796.7133482,-0.8019415821211425,0.20567695729697844,-1.535767259412981,0.2572249715376006,0.07280087079086114,0.5146122785461591,-0.2611501874689607,-0.020781616466648722,-0.5347382763283468,-0.2686222660175009,0.08589873720706363
utxo_spent_value_median,9,0.0006916647999999999,-0.8342471456694732,0.17337139374864774,-1.6547287561344906,0.18442410074673946,0.0,0.324313686905836,-0.15605056680105178,0.08431800420126018,-0.27825115041627574,-0.26862453724126184,0.08589646598330264
emea_1y_supply_change,9,-0.03909577371595084,-0.7985637721574391,0.20905476726068184,-1.5266076649253533,0.15916964922795496,-0.0252544515187845,0.29144968334752847,-0.16654402211850963,0.07382454888380233,-0.3074095081905904,-0.26864604834933126,0.08587495487523322
puell_multiple,20,0.7345188833648384,-0.5701802841175737,0.43743825530054725,-1.5090526022723698,0.18442410074673946,0.0,0.324313686905836,-0.4201962299669367,-0.17982765896462471,-0.8381036536769857,-0.26865080444592365,0.08587019877864084
sth_loss_sum,85,2432214.617530492,-0.6570724634398757,0.3505460759782453,-1.3189472935737863,0.1839817214933905,-0.0004423792533489457,0.3235883847494146,-0.33289062315914675,-0.09252205215683479,-0.5913884948357254,-0.26866045503521063,0.08586054818935385
transfers_volume_entity_adjusted_from_lth_loss_sum,85,7030.365778734336,-0.7499078794360703,0.25771065998205067,-1.5546292479702621,0.18442410074673946,0.0,0.324313686905836,-0.24080800166227964,-0.00043943065996768227,-0.42365629694526297,-0.2687639267838702,0.08575707644069434
transfers_volume_miners_to_exchanges,90,428.62643046763935,-0.8836938300295499,0.12392470938857103,-1.6304696272752262,0.11163943825347782,-0.07278466249326164,0.20035747430284914,-0.034649103583064805,0.20571946741924715,-0.06678462643740699,-0.26890116511971235,0.08561983810485219
unrealized_loss_account_based,93,0.37884911076160993,-0.7503701795932662,0.2572483598248547,-1.4283783022925647,0.18442410074673946,0.0,0.324313686905836,-0.24080800166227964,-0.00043943065996768227,-0.42365629694526297,-0.2689180268362688,0.08560297638829568
sopr_by_age,92,4296.867446046839,-0.9095377814814766,0.09808075793664439,-1.6250425634993035,0.2343960098077628,0.049971909061023334,0.4257412533885979,-0.13164951650023354,0.10871905450207842,-0.23524148498084754,-0.2689304293913158,0.08559057383324871
exchanges_relative,90,0.1570394388442811,-0.8991877507763227,0.10843078864179823,-1.6398591273928007,0.18442410074673946,0.0,0.324313686905836,-0.09212889533079942,0.14823967567151253,-0.16665128132703627,-0.2689641817867942,0.08555682143777026
nodes_count,98,19941.199999999997,-0.7468255264235779,0.26079301299454305,-1.4990480356755351,0.18442410074673946,0.0,0.324313686905836,-0.24451159052563343,-0.004143019523321467,-0.48489205686640957,-0.26897100540082397,0.08554999782374052
realized_loss_lth_account_based,95,132161808.22807379,-0.7505434321149098,0.25707510730321115,-1.4019027559117327,0.18442410074673946,0.0,0.324313686905836,-0.24080800166227964,-0.00043943065996768227,-0.42365629694526297,-0.2689757776768167,0.08554522554774784
active_1d_1w,6,319630.0143674942,-0.7343107902561837,0.27330774916193723,-1.4195938329797115,0.17520632360471458,-0.009217777142024874,0.3160409816083147,-0.24809826840000537,-0.007729697397693414,-0.4622762268493927,-0.2690675783504915,0.08545342487407298
net_growth_count,8,4284.64,-0.8596569660845277,0.14796157333359328,-1.6191342680900254,0.23837208532275228,0.053947984576012825,0.42587846175751354,-0.18600104505578172,0.05436752594653024,-0.3290885201028308,-0.2690953086058524,0.08542569461871212
futures_liquidated_volume_short_mean,2,0.07843386153259936,-0.6893295261827082,0.3182890132354128,-1.3916265171768962,0.10713096800769369,-0.07729313273904577,0.17942633054690404,-0.22539470068254075,0.01497387031977121,-0.44546660569215935,-0.2691977529525184,0.08532325027204608
lth_profit_sum,96,14337456.768310465,-1.0085605346977573,-0.0009419952796363429,-1.762375974868733,0.4416372236977929,0.2572131229510535,0.8709510172437169,-0.24080800166227964,-0.00043943065996768227,-0.42365629694526297,-0.2692437708874147,0.08527723233714983
lth_profit_sum,91,13958632.570489788,-0.9634313944756312,0.044187144942489764,-1.690798670045499,0.3839593741164022,0.19953527336966273,0.8227110403980676,-0.22860219121090022,0.011766379791411735,-0.4038088713694113,-0.2693580705233764,0.08516293270118808
realized_profit_account_based,80,532734255.4898091,-0.8410476807829615,0.1665708586351594,-1.5115358204898663,0.15841724935310755,-0.026006851393631902,0.4249126634095004,-0.12550369551891072,0.11486487548340124,-0.22887475403375587,-0.2693780423162549,0.08514296090830958
cdd90_age_adjusted,7,116802.70973812566,-0.7771422626872005,0.23047627673092042,-1.5581570632241462,0.1862973380781456,0.0018732373314061523,0.32761527823934833,-0.21761661467220536,0.0227519563301066,-0.43728824825757423,-0.2694871797604201,0.08503382346414438
block_size_mean,92,1725282.1366595903,-0.9466333389752658,0.06098520044285516,-1.6948036275421154,0.3021762849662425,0.11775218421950304,0.5573871326419647,-0.164017626231091,0.07635094477122095,-0.3164524640375578,-0.2694915600800381,0.08502944314452639
active_6m_12m,96,4047686.606070438,-0.7522409627854098,0.2553775766327112,-1.4280187978320058,0.18442410074673946,0.0,0.324313686905836,-0.24080800166227964,-0.00043943065996768227,-0.42365629694526297,-0.26954162123365,0.08497938199091452
supply_balance_10_100,93,3240063.224767118,-0.856658191369359,0.15096034804876202,-1.6165475919793766,0.18442410074673946,0.0,0.324313686905836,-0.13640292787246272,0.10396564312984924,-0.24359161136351437,-0.26954567283169406,0.08497533039287042
channels_count,92,83959.20000000001,-0.7468255264235779,0.26079301299454305,-1.4990480356755351,0.16227645376656144,-0.022147646980178015,0.30085053191761263,-0.2241047793893252,0.016263791612986772,-0.4958551654454225,-0.2695512840154472,0.08496971920911726
